,unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount,MA_50,MA_200,MA_21,slowk,slowd,k,d,j,SMMA_21,upper,middle,lower,Bollinger_Rank,direction_MA,kdj_cross,buy_signal,sell_signal,usdt,btc,com,profit,profit_percent,cum_profit,cum_profit_percent
544,1610031060000,2021-01-07 14:51:00,BTC/USDT,38327.55,38447.96,38258.36,38300.01,136.369016,5226259.66611208,3132,38421.46880000001,38089.365050000015,38389.6423809524,55.864176167202366,43.72977152213678,43.721345204674606,32.56463365137153,66.03476831128076,38371.49875829862,38570.05037010857,38381.6245,38193.19862989143,0.28343074665657697,1,0,0.0,0.0,1000.0869813228659,0.0,0.0,0.0,0.0,0.0,0.0
545,1610031120000,2021-01-07 14:52:00,BTC/USDT,38300.0,38450.0,38259.54,38326.62,114.059991,4372511.04387679,2231,38421.48100000001,38093.98140000002,38379.005238095255,57.76298098469857,53.244749115086535,49.31530788363816,38.14819172879374,71.64954019332701,38369.361674570115,38554.91983064208,38373.121999999996,38191.32416935791,0.37210518454550706,1,0,0.0,0.0,1000.0869813228659,0.0,0.0,0.0,0.0,0.0,0.0
546,1610031180000,2021-01-07 14:53:00,BTC/USDT,38322.2,38335.15,38270.05,38281.66,58.070641,2223695.01569937,1977,38418.494000000006,38098.265000000014,38368.766666666685,52.866167274900704,55.49777480893388,48.247040733915945,41.51447473050114,61.712172740745544,38365.18540435249,38550.56250333976,38366.0145,38181.466496660236,0.27145648158356567,1,0,0.0,0.0,1000.0869813228659,0.0,0.0,0.0,0.0,0.0,0.0
547,1610031240000,2021-01-07 14:54:00,BTC/USDT,38281.66,38417.4,38273.56,38323.13,81.236338,3113167.91369041,1910,38417.114400000006,38102.85740000001,38363.97238095239,55.333247967219414,55.3207987422729,51.960028564484446,44.99632600849558,65.88743367646218,38363.182766049984,38541.437789351374,38359.896,38178.35421064863,0.39873956808687483,1,0,0.0,0.0,1000.0869813228659,0.0,0.0,0.0,0.0,0.0,0.0
548,1610031300000,2021-01-07 14:55:00,BTC/USDT,38323.13,38342.33,38291.81,38304.17,47.944326,1837230.47800766,1525,38412.9368,38107.53290000001,38357.2423809524,51.66245561764793,53.287290286589354,51.13697110727323,47.043207708088126,59.32449790564344,38360.37263433332,38534.276798632825,38353.841,38173.405201367175,0.3623582449370834,1,0,0.0,0.0,1000.0869813228659,0.0,0.0,0.0,0.0,0.0,0.0
549,1610031360000,2021-01-07 14:56:00,BTC/USDT,38301.76,38411.52,38301.39,38370.47,50.532931,1938826.56934144,1630,38409.9982,38112.32960000001,38354.63285714287,59.71719180833795,55.57096513106844,57.51621907369602,50.534211496624096,71.48023422783987,38360.85346126982,38521.34624719575,38348.922999999995,38176.499752804244,0.5624828738306492,1,0,0.0,0.0,1000.0869813228659,0.0,0.0,0.0,0.0,0.0,0.0
550,1610031420000,2021-01-07 14:57:00,BTC/USDT,38377.64,38459.13,38369.99,38430.24,66.393563,2551361.94132971,1839,38408.4222,38117.10375000001,38352.795238095256,69.09050588654227,60.156717770842725,67.51279486920883,56.19373928748568,90.15090603265513,38364.15758216173,38516.24947576602,38347.422,38178.59452423398,0.7452740575082061,1,0,1.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
551,1610031480000,2021-01-07 14:58:00,BTC/USDT,38435.89,38463.94,38430.0,38438.22,58.915313,2265331.24809226,1573,38407.381,38121.60625000001,38351.745714285724,81.7565722741183,70.18808998966618,74.17154836466551,62.186342313212286,98.14196046757196,38367.68436396355,38509.81256971631,38345.7065,38181.60043028369,0.7818710488890745,1,0,0.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
552,1610031540000,2021-01-07 14:59:00,BTC/USDT,38436.72,38453.99,38425.27,38453.97,24.874594,956179.07904246,1169,38407.5254,38126.29980000001,38350.861904761914,90.04843608861886,80.2985047497598,81.1644677264581,68.51238411762756,106.46863494411917,38371.7932037748,38506.08499756813,38344.7865,38183.48800243188,0.8384516956020788,1,0,0.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
553,1610031600000,2021-01-07 15:00:00,BTC/USDT,38450.51,38460.41,38362.24,38397.89,70.470669,2707473.85341467,1727,38405.8074,38130.989100000006,38347.31523809525,83.44175726201715,85.08225520825142,76.67161514444851,71.23212779323454,87.55058984687645,38373.03590835695,38497.53813218607,38342.0865,38186.634867813926,0.6794883051893799,1,0,0.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
554,1610031660000,2021-01-07 15:01:00,BTC/USDT,38399.47,38499.0,38399.47,38444.03,66.680725,2564844.00669469,1726,38405.6198,38136.00925000001,38346.940952380966,79.60886911517291,84.36635415526963,76.44454040131438,72.96959866259449,83.39442387875417,38376.416579387565,38499.33525764057,38342.5845,38185.83374235943,0.8235885475992937,1,0,0.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
555,1610031720000,2021-01-07 15:02:00,BTC/USDT,38444.04,38461.71,38434.57,38449.98,34.838101,1339498.69809431,1052,38405.1544,38140.92910000001,38347.698571428584,73.97738537064755,79.0093372492792,77.04831200636534,74.32916977718477,82.48659646472646,38379.919599416724,38507.10274060072,38345.0475,38182.99225939928,0.8237553429652462,1,0,0.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
556,1610031780000,2021-01-07 15:03:00,BTC/USDT,38446.35,38446.36,38405.0,38425.01,75.23047,2890611.23325089,1254,38403.6538,38145.79080000001,38348.85523809525,72.84502105312117,75.47709184631387,72.79514701352696,73.8178288559655,70.74978332864987,38382.066761349255,38510.39677462579,38346.2505,38182.10422537421,0.7399064498403976,1,-1,0.0,0.0,0.0,0.026059105805434257,0.0,0.0,0.0,0.0,0.0
557,1610031840000,2021-01-07 15:04:00,BTC/USDT,38425.0,38459.98,38415.17,38459.98,40.646769,1562433.64667264,1108,38402.4534,38151.11785000001,38351.66619047621,74.26623599041865,73.69621413806244,75.28144325133083,74.30570032108727,77.23292911181795,38385.776915570714,38521.432685533124,38350.156,38178.87931446688,0.8206040555320153,1,1,0.0,1.0,1001.3211405738114,0.0,0.0,1.2341592509454813,0.12340519114777358,1.3211405738113626,0.13897054928415822
558,1610031900000,2021-01-07 15:05:00,BTC/USDT,38459.97,38459.98,38382.0,38433.1,31.158892,1196909.20952758,1170,38399.6398,38155.72060000001,38354.10571428573,65.45208282817798,70.85444662390593,67.45876074413562,72.02338712877005,58.32950797486674,38388.03039578163,38530.247057140514,38356.7125,38183.17794285949,0.7200930502221109,1,-1,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
559,1610031960000,2021-01-07 15:06:00,BTC/USDT,38433.1,38441.71,38325.85,38347.01,61.929295,2376079.6392006,1325,38397.9586,38159.59275000001,38356.25047619049,48.09601647266362,62.60477843042008,49.04604648319279,64.3642735802443,18.409592289089773,38386.07704360155,38522.15625918512,38363.8165,38205.476740814884,0.4469289959562523,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
560,1610032020000,2021-01-07 15:07:00,BTC/USDT,38347.44,38382.07,38320.0,38342.08,59.46828,2280071.48803678,1399,38396.363,38163.71860000001,38362.78142857144,25.456403073926506,46.3348341249227,36.80909616570427,55.179214442064286,0.06885961298424093,38383.98194628719,38505.87897170568,38371.797999999995,38237.71702829431,0.38917890576887226,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
561,1610032080000,2021-01-07 15:08:00,BTC/USDT,38342.08,38355.3,38326.59,38329.05,29.733763,1140116.55896274,1070,38396.687999999995,38167.44230000001,38369.7623809524,9.870559804607884,27.807659783732664,26.22468608439929,45.52770498950929,-12.381351725820707,38381.36613932113,38496.81191750807,38376.3455,38255.879082491934,0.3036984041762829,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
562,1610032140000,2021-01-07 15:09:00,BTC/USDT,38329.05,38329.05,38232.13,38248.65,72.449181,2773348.67646245,1984,38395.208399999996,38170.638200000016,38370.26476190478,7.860447121361802,14.395803333298725,19.546550693455824,36.867320224158135,-15.094988367948801,38375.04632316298,38504.35907395602,38371.641,38238.92292604399,0.03664562657545633,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
563,1610032200000,2021-01-07 15:10:00,BTC/USDT,38248.65,38325.13,38247.98,38310.46,77.948342,2985048.56021065,1422,38395.036199999995,38174.259650000015,38368.72761904764,15.121657171679422,10.950888032549697,24.40397568953058,32.71287204594895,7.786182976693837,38371.97078396474,38504.912449496274,38370.7865,38236.66055050373,0.2751124960286695,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
564,1610032260000,2021-01-07 15:11:00,BTC/USDT,38310.46,38310.46,38174.4,38184.97,140.29823,5363099.12570151,2529,38391.224599999994,38177.25385000001,38361.93809523811,14.670115058617542,12.550739783886248,17.503063653888287,27.64293591526206,-2.776680868859266,38363.065984728324,38520.16307668759,38365.0345,38209.90592331241,-0.08037179172548768,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
565,1610032320000,2021-01-07 15:12:00,BTC/USDT,38184.97,38189.84,38125.0,38141.85,143.666121,5481393.41319182,2569,38385.7962,38180.223650000014,38354.40666666668,14.28340543935917,14.69172588988537,13.345426120523449,22.87709931701586,-5.71792027246137,38352.53189021745,38539.865098744136,38355.796,38171.72690125587,-0.08115675433767433,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
566,1610032380000,2021-01-07 15:13:00,BTC/USDT,38143.76,38173.04,38062.75,38143.95,113.419704,4323501.39890934,2625,38380.317599999995,38183.20555000001,38345.70809523811,9.724316141358734,12.892612213111809,15.710803342908562,20.488333992313425,6.155742044098837,38342.59941925471,38553.78334184626,38348.910500000005,38144.03765815375,-0.0002139330741993961,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
567,1610032440000,2021-01-07 15:14:00,BTC/USDT,38143.96,38214.1,38127.39,38205.25,85.953471,3280967.30464708,2010,38376.4614,38186.71395000001,38342.069523809536,21.02487402589935,15.010865202205744,23.00817330734756,21.328280430658136,26.3679590607264,38336.05897071877,38557.566264395,38343.016500000005,38128.46673560501,0.1789404537718982,1,1,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
568,1610032500000,2021-01-07 15:15:00,BTC/USDT,38205.67,38299.99,38204.28,38274.8,57.215723,2188984.06187837,1867,38372.73039999999,38190.13855000001,38339.768095238105,41.483736781654166,24.077642316304075,37.47436197858445,26.71030761330024,59.00247070915285,38333.141876875015,38557.613982672556,38341.547999999995,38125.482017327435,0.3455379250949783,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
569,1610032560000,2021-01-07 15:16:00,BTC/USDT,38274.79,38274.79,38173.86,38176.64,67.945813,2596362.37081473,2313,38366.5102,38192.77320000001,38333.69523809525,47.64658332550923,36.71839804435424,37.95960712547096,30.46007411735715,52.958673141698576,38325.68940654764,38559.5363676162,38331.8565,38104.1766323838,0.15913433272534463,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
570,1610032620000,2021-01-07 15:17:00,BTC/USDT,38177.0,38195.79,38149.08,38168.92,52.637211,2008702.97104758,1431,38360.383799999996,38194.49280000001,38324.097619047636,48.401802007688296,45.84404070495055,38.59592784456821,33.17202535976083,49.443732814182965,38318.224196712035,38552.60809102667,38318.7905,38084.97290897334,0.17951406191907793,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
571,1610032680000,2021-01-07 15:18:00,BTC/USDT,38168.92,38182.86,38120.0,38158.42,65.897915,2514284.19826276,1468,38354.32479999999,38195.80990000001,38311.15380952383,38.42034983519123,44.82291172279624,37.884746164234485,34.74293229458538,44.1683739035327,38310.614473059075,38541.988656578,38304.8005,38067.61234342199,0.19142536011940792,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
572,1610032740000,2021-01-07 15:19:00,BTC/USDT,38158.0,38163.99,38108.67,38151.93,73.770564,2813813.73677341,1409,38347.50019999999,38197.45910000001,38297.520952380975,37.444242785656336,41.42213154284528,37.25708953303609,35.58098470740228,40.609299184303694,38303.058069580075,38525.35346394835,38289.6985,38054.04353605165,0.20769022283317062,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
573,1610032800000,2021-01-07 15:20:00,BTC/USDT,38153.67,38210.0,38133.89,38178.48,50.460344,1925824.40411546,1400,38341.66839999999,38199.352600000006,38284.4023809524,40.415327795713374,38.75997347218697,41.098667793002,37.42021240260218,48.455578573801645,38297.12578055245,38513.60315668143,38278.728,38043.85284331858,0.28659301090755185,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
574,1610032860000,2021-01-07 15:21:00,BTC/USDT,38170.1,38237.36,38153.09,38171.29,49.878101,1905173.09439292,1235,38334.09419999999,38200.95235000001,38273.61190476193,43.51157955719534,40.457050046188336,42.649491224672296,39.16330534329222,49.62186298743245,38291.13360052615,38491.057429078144,38265.091,38039.12457092186,0.2924448326623749,0,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
575,1610032920000,2021-01-07 15:22:00,BTC/USDT,38171.28,38241.85,38133.89,38239.0,98.836718,3773566.10927533,1335,38328.94079999999,38202.11890000001,38263.84857142859,54.21814476017374,46.04835070436081,51.140151442973036,43.15558737651916,67.10927957588079,38288.65104812014,38463.20193412805,38254.542,38045.882065871956,0.4627575843322565,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
576,1610032980000,2021-01-07 15:23:00,BTC/USDT,38238.99,38294.48,38237.23,38289.34,53.471268,2046566.634742,1420,38326.251399999994,38203.384750000005,38256.19904761907,69.4353399871048,55.72168810149128,65.5712376265577,50.627470793198675,95.45877129327575,38288.68385535251,38441.36218790475,38247.7585,38054.15481209526,0.6073881919554427,1,0,0.0,0.0,1001.3211405738114,0.0,0.0,0.0,0.0,0.0,0.0
577,1610033040000,2021-01-07 15:24:00,BTC/USDT,38289.34,38329.88,38289.34,38309.92,53.928452,2066125.20762764,1356,38323.53979999999,38204.685450000004,38250.718571428595,84.51059388393097,69.38802621040315,74.03979167720227,58.43157775453321,105.25621952254039,38289.69510033572,38409.303316156125,38240.2555,38071.20768384387,0.7060496893247634,1,0,1.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
578,1610033100000,2021-01-07 15:25:00,BTC/USDT,38312.8,38318.4,38262.06,38296.21,55.45081,2123476.77154741,1238,38320.95859999999,38205.907300000006,38242.92000000002,90.0631596291798,81.33636450007184,77.61958415657519,64.82757988854719,103.20359269263119,38290.00533365306,38379.046804579695,38233.411,38087.775195420305,0.7156028875633879,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
579,1610033160000,2021-01-07 15:26:00,BTC/USDT,38296.24,38328.0,38262.04,38272.03,40.66661,1557352.71958668,1103,38317.02259999999,38206.66745000001,38235.25000000002,83.20148275394475,85.92507875568515,76.3625158937241,68.67255855693949,91.7424305672933,38289.14936538386,38366.58463303276,38229.662,38092.73936696723,0.6547151083117995,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
580,1610033220000,2021-01-07 15:27:00,BTC/USDT,38275.42,38309.7,38264.77,38280.33,31.832178,1218705.07225242,877,38313.42399999999,38208.081000000006,38232.07476190478,78.74267287494642,84.00243841935696,76.77516730964818,71.37342814117572,87.57864564659312,38288.72939560368,38355.367170352874,38226.5745,38097.78182964713,0.7086900591963718,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
581,1610033280000,2021-01-07 15:28:00,BTC/USDT,38280.32,38319.45,38270.01,38319.38,28.857418,1105395.92072995,829,38310.36099999999,38210.58325,38230.99380952383,82.0304777716048,81.32487780016531,82.7309728081975,75.15927636351631,97.87436569755988,38290.18894819398,38353.32706653855,38226.091,38098.85493346145,0.8665980980783177,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
582,1610033340000,2021-01-07 15:29:00,BTC/USDT,38319.39,38335.88,38300.0,38305.92,35.578807,1363218.10700583,1036,38307.031999999985,38212.51440000001,38229.892380952406,85.80354550012817,82.19223204889312,83.54317605666235,77.95390959456499,94.72170898085707,38290.93804589903,38360.821735545105,38228.9545,38097.087264454894,0.7918295044324042,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
583,1610033400000,2021-01-07 15:30:00,BTC/USDT,38305.92,38328.55,38280.69,38320.79,72.5808,2779755.14033277,1379,38304.40999999999,38214.1111,38233.32761904764,90.77983316473116,86.20461881215469,86.53856174954336,80.81546031289112,97.98476462284785,38292.35956752288,38362.75571636942,38229.471,38096.18628363057,0.8425711607732091,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
584,1610033460000,2021-01-07 15:31:00,BTC/USDT,38318.07,38420.0,38318.07,38380.89,100.093674,3841086.10427463,2042,38303.34639999998,38215.95775,38236.68142857145,85.43281224208867,87.33873030231598,83.8928815121518,81.84126737931135,87.99610977783271,38296.57530240274,38386.81611148424,38239.267,38091.71788851576,0.9799181729234927,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
585,1610033520000,2021-01-07 15:32:00,BTC/USDT,38383.21,38488.18,38377.59,38475.56,102.595293,3945558.43425243,2258,38304.84319999998,38218.72655,38250.51904761908,88.51674679786595,88.24313073489525,87.40171641507584,83.69475039123284,94.81564846276183,38305.09838324071,38430.17994250519,38255.9525,38081.72505749481,1.1302322321968876,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
586,1610033580000,2021-01-07 15:33:00,BTC/USDT,38478.51,38500.99,38422.77,38500.98,122.237551,4703945.87952974,2132,38306.84379999999,38221.7807,38267.6204761905,91.00557409411942,88.318377711358,91.59974928473916,86.32975002240163,102.13974780941422,38314.42607927686,38471.3188777256,38273.804,38076.28912227439,1.075085792563965,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
587,1610033640000,2021-01-07 15:34:00,BTC/USDT,38500.99,38510.0,38441.73,38466.42,117.115772,4506835.23680635,2215,38308.53479999998,38224.7928,38282.97619047623,92.27992861846995,90.60074983681842,88.5413610599662,87.06695370158981,91.49017577671898,38321.663885025584,38499.26647804734,38286.8625,38074.45852195266,0.9226792305179343,1,0,0.0,0.0,0.0,0.026151433808308304,0.0,0.0,0.0,0.0,0.0
588,1610033700000,2021-01-07 15:35:00,BTC/USDT,38466.43,38500.0,38461.98,38494.82,70.735378,2721652.12380109,1914,38312.39179999998,38229.068100000004,38296.76523809527,92.07676412940909,91.78742228066614,90.2975382912246,88.14381523146807,94.60498441073764,38329.90941431008,38529.5523861606,38297.8635,38066.1746138394,0.9250452045064367,1,0,0.0,1.0,1005.9522979869248,0.0,0.0,4.631157413113442,0.462504707576586,5.952297986924805,0.6014752568607442
589,1610033760000,2021-01-07 15:36:00,BTC/USDT,38494.82,38499.99,38448.94,38469.51,63.710109,2451139.9665656,1722,38317.68339999999,38232.946050000006,38306.037142857174,86.45431368338303,90.27033547708733,87.9078467561456,88.06515907302725,87.59322212238231,38336.55706124769,38548.90875750711,38312.507,38076.105242492886,0.832068174229375,1,-1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
590,1610033820000,2021-01-07 15:37:00,BTC/USDT,38469.51,38481.61,38439.74,38476.82,57.333301,2205544.48767646,1211,38323.57079999999,38236.83110000001,38320.33142857145,87.48962033229276,88.6735660483616,87.11539935648022,87.7485725008449,85.84905306775087,38343.23624880732,38565.03350778426,38327.901999999995,38090.77049221573,0.8139987625252341,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
591,1610033880000,2021-01-07 15:38:00,BTC/USDT,38476.81,38515.0,38476.81,38514.29,135.293587,5209020.08192127,1721,38329.09459999998,38240.69755000001,38336.77761904764,89.45198362432889,87.79863921333487,91.30926044760338,88.93546848309772,96.05684437661469,38351.381665530775,38582.68676668307,38345.6955,38108.70423331693,0.8556977064168798,1,1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
592,1610033940000,2021-01-07 15:39:00,BTC/USDT,38514.3,38514.3,38481.75,38510.49,69.763626,2686070.94012321,1228,38332.449599999985,38244.48825000001,38353.54285714288,94.3124444417399,90.41801613278716,93.44278901114247,90.43790865911264,99.45254971520214,38358.95825288645,38593.02408360834,38363.6235,38134.22291639166,0.8201092553686475,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
593,1610034000000,2021-01-07 15:40:00,BTC/USDT,38510.5,38519.99,38440.34,38475.64,92.785944,3570032.17328029,1452,38335.41139999998,38247.36145000001,38368.957619047644,88.7540552822411,90.8394944494366,85.24697170031266,88.70759633951263,78.3257224219127,38364.514526558516,38595.55357595602,38378.4815,38161.40942404398,0.7237931792288249,1,-1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
594,1610034060000,2021-01-07 15:41:00,BTC/USDT,38475.63,38509.0,38475.63,38493.66,43.738273,1683519.134058,1040,38339.28439999998,38250.38460000001,38383.96619047622,79.82742615492366,87.63130862630153,81.1370128828409,86.18406852062206,71.0429016072786,38370.664311008106,38594.05346778495,38394.6,38195.14653221505,0.748328597893345,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
595,1610034120000,2021-01-07 15:42:00,BTC/USDT,38493.66,38508.0,38450.76,38504.99,68.891896,2650878.19059163,1479,38342.851799999975,38253.47380000001,38399.85666666669,74.36028118050119,80.98058753922197,81.19414566021169,84.52076090048527,74.54091517966452,38377.060772388664,38598.96304175861,38407.8995,38216.83595824139,0.7540790856966925,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
596,1610034180000,2021-01-07 15:43:00,BTC/USDT,38504.99,38540.0,38490.32,38528.98,84.683282,3261863.81894843,1476,38347.79819999998,38256.92115000001,38413.66523809526,81.07802805361307,78.42191179634597,83.79895633947068,84.28015938014708,82.83655025811785,38384.295021322534,38609.6918383904,38419.8815,38230.07116160961,0.7873881921426497,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
597,1610034240000,2021-01-07 15:44:00,BTC/USDT,38527.62,38620.0,38525.68,38614.93,150.504247,5804480.68946346,2975,38353.63419999998,38260.70345000001,38429.16952380955,89.16812829884041,81.53547917765155,88.26176955417361,85.60736277148926,93.5705831195423,38395.2776393548,38636.40879947065,38435.132,38233.855200529346,0.9466436282593483,1,1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
598,1610034300000,2021-01-07 15:45:00,BTC/USDT,38614.93,38647.48,38502.79,38537.98,106.734085,4117004.80407467,2827,38358.31039999998,38263.33525000001,38440.02952380954,77.82861842143899,82.69159159129748,74.60447356369873,81.93973303555909,59.93395461997804,38402.072989861714,38642.31260504919,38447.2205,38252.128394950814,0.7326067986634232,1,-1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
599,1610034360000,2021-01-07 15:46:00,BTC/USDT,38539.39,38643.79,38535.11,38638.71,105.963507,4090881.86886236,1938,38363.67519999998,38266.531100000015,38456.33904761907,80.08114202164217,82.35929624730717,81.6583652086652,81.84594375992779,81.28320810614002,38413.341418915916,38660.24357524808,38465.5545,38270.865424751915,0.9446975254758309,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
600,1610034420000,2021-01-07 15:47:00,BTC/USDT,38638.72,38692.6,38618.21,38634.96,180.87222,6993121.79129008,3065,38367.76959999998,38269.83955000001,38473.621428571445,73.40219634282184,77.10398559530098,80.15576312148296,81.28255021377952,77.90218893688987,38423.89468468182,38671.43219583526,38483.286,38295.13980416474,0.9030748517838881,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
601,1610034480000,2021-01-07 15:48:00,BTC/USDT,38634.96,38650.0,38564.77,38634.59,125.627141,4851189.2094586,2397,38371.696999999986,38273.16885000001,38490.49095238097,83.3068641087982,78.93006749108737,79.10513704121466,80.55674582292455,76.20191947779486,38433.927794935065,38682.122592123706,38499.046500000004,38315.9704078763,0.8701835079274249,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
602,1610034540000,2021-01-07 15:49:00,BTC/USDT,38634.35,38684.77,38576.48,38675.37,98.245059,3794431.89518466,1788,38376.124999999985,38276.774350000014,38507.44285714287,82.34329955799242,79.68412000320413,83.6952429762034,81.60291154068416,87.87990584724187,38445.425042795294,38692.941815646656,38517.519,38342.096184353344,0.9499158202943009,1,1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
603,1610034600000,2021-01-07 15:50:00,BTC/USDT,38675.37,38699.8,38649.97,38679.39,79.074596,3057938.1458297,1684,38381.75499999998,38279.991750000016,38525.22714285716,87.22795637324202,84.29270668001085,86.39833844842468,83.20138717659766,92.79224099207872,38456.56623123361,38699.11924189202,38535.44900000001,38371.778758108,0.939728683528689,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
604,1610034660000,2021-01-07 15:51:00,BTC/USDT,38679.39,38745.0,38655.41,38740.84,107.51578,4161363.47840965,2104,38387.69119999999,38284.11890000001,38545.22952380954,94.34885396837915,87.97336996653785,90.38775152097959,85.5968419580583,99.96957064682218,38470.10307736534,38724.54913565582,38553.446500000005,38382.34386434419,1.0476055330233114,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
605,1610034720000,2021-01-07 15:52:00,BTC/USDT,38740.84,38749.0,38703.13,38740.0,91.870453,3558361.73015616,1610,38393.49159999999,38288.58870000001,38562.330000000016,95.50523031691874,92.36068021951327,92.37336231125295,87.85568207578986,101.40872278217913,38482.95531177652,38752.651525518464,38566.6685,38380.685474481535,0.9659874187894422,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
606,1610034780000,2021-01-07 15:53:00,BTC/USDT,38740.28,38850.0,38730.01,38841.09,154.883404,6007393.28657633,3037,38401.81319999999,38293.10235000001,38579.73619047621,97.38166374289744,95.74524934273175,94.06018476443643,89.92384963867205,102.33285501596518,38500.00934454906,38803.487053338176,38583.674,38363.86094666182,1.085533925512533,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
607,1610034840000,2021-01-07 15:54:00,BTC/USDT,38841.09,38900.0,38832.98,38899.99,166.103983,6455561.96568152,3360,38410.61339999999,38297.87655000001,38598.73666666668,97.92522433688505,96.93737279890037,96.03920965897504,91.96230297877305,104.19302301937901,38519.05604242767,38859.33866273118,38605.35249999999,38351.36633726881,1.0800266771065112,1,0,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
608,1610034900000,2021-01-07 15:55:00,BTC/USDT,38900.0,38949.0,38814.4,38818.1,302.643406,11768455.47743546,3821,38418.31339999999,38302.1721,38615.483333333344,87.7876509487701,94.36484634285081,86.00342768180163,89.97601121311591,78.05826061917307,38533.29623088349,38886.781483250554,38621.5165,38356.25151674944,0.8705417458253769,1,-1,0.0,0.0,1005.9522979869248,0.0,0.0,0.0,0.0,0.0,0.0
