Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1588597200,2020-05-04 01-PM,BTCUSD,8727,8847.75,8727,8843,42.73,375111.84
1588593600,2020-05-04 12-PM,BTCUSD,8698.25,8756.75,8678.75,8727,3.996,34902.65
1588590000,2020-05-04 11-AM,BTCUSD,8639.5,8701.75,8636.25,8698.25,3.21,27857.55
1588586400,2020-05-04 10-AM,BTCUSD,8648,8675,8629,8639.5,9.906,85736.66
1588582800,2020-05-04 09-AM,BTCUSD,8691.25,8710.5,8612,8648,8.317,71951.65
1588579200,2020-05-04 08-AM,BTCUSD,8657.5,8720.25,8653.25,8691.25,12.42,107986.64
1588575600,2020-05-04 07-AM,BTCUSD,8641.75,8677.5,8593.5,8657.5,4.164,36006.98
1588572000,2020-05-04 06-AM,BTCUSD,8612.5,8653.75,8600.75,8641.75,7.541,65185.75
1588568400,2020-05-04 05-AM,BTCUSD,8702,8702,8544.5,8612.5,28.57,245981.06
1588564800,2020-05-04 04-AM,BTCUSD,8747.5,8747.5,8643,8702,3.395,29423.09
1588561200,2020-05-04 03-AM,BTCUSD,8758.75,8768,8712.75,8747.5,1.403,12251.09
1588557600,2020-05-04 02-AM,BTCUSD,8693.75,8774.5,8686.5,8758.75,3.951,34539.84
1588554000,2020-05-04 01-AM,BTCUSD,8819,8842,8650,8693.75,42.09,366432.76
1588550400,2020-05-04 12-AM,BTCUSD,8899.5,8944,8794.25,8819,19.73,174642.69
1588546800,2020-05-03 11-PM,BTCUSD,8908.25,8919,8877.5,8899.5,12.63,112314.34
1588543200,2020-05-03 10-PM,BTCUSD,8863.25,8962.5,8861.5,8908.25,15.71,140350.59
1588539600,2020-05-03 09-PM,BTCUSD,8854.5,8898.75,8817.25,8863.25,1.069,9458.59
1588536000,2020-05-03 08-PM,BTCUSD,8877.75,8878.5,8808.75,8854.5,11.14,98537.64
1588532400,2020-05-03 07-PM,BTCUSD,8854.5,8905.5,8852,8877.75,8.076,71687.61
1588528800,2020-05-03 06-PM,BTCUSD,8810.75,8869.5,8810.75,8854.5,1.86,16455.25
1588525200,2020-05-03 05-PM,BTCUSD,8869.75,8893.75,8789,8810.75,1.742,15439.14
1588521600,2020-05-03 04-PM,BTCUSD,8818.75,8884.25,8799,8869.75,6.256,55346.77
1588518000,2020-05-03 03-PM,BTCUSD,8781.25,8845.5,8733.75,8818.75,10.45,91645.62
1588514400,2020-05-03 02-PM,BTCUSD,8933.75,8933.75,8750.25,8781.25,24.81,219206.11
1588510800,2020-05-03 01-PM,BTCUSD,8968.5,8968.5,8835,8933.75,32.49,288305.62
1588507200,2020-05-03 12-PM,BTCUSD,9045.75,9064.75,8850.25,8968.5,55.51,494102.14
1588503600,2020-05-03 11-AM,BTCUSD,9058.5,9101.75,9034.5,9045.75,3.142,28436.2
1588500000,2020-05-03 10-AM,BTCUSD,9124.25,9140.25,8998.75,9058.5,21.12,190829.98
1588496400,2020-05-03 09-AM,BTCUSD,9038,9124.25,9038,9124.25,8.952,81439.59
1588492800,2020-05-03 08-AM,BTCUSD,9010.25,9044.5,8984.75,9038,2.355,21270.22
1588489200,2020-05-03 07-AM,BTCUSD,9002.25,9029.25,8999,9010.25,1.941,17495.19
1588485600,2020-05-03 06-AM,BTCUSD,9097,9097,8928.75,9002.25,36.54,328852.33
1588482000,2020-05-03 05-AM,BTCUSD,9126.25,9126.25,9096.75,9097,2.773,25236.02
1588478400,2020-05-03 04-AM,BTCUSD,9147.5,9152,9117.75,9126.25,4.321,39470.27
1588474800,2020-05-03 03-AM,BTCUSD,9090,9154.25,9090,9147.5,3.002,27358.05
1588471200,2020-05-03 02-AM,BTCUSD,9134.5,9149,9090,9090,6.954,63322.35
1588467600,2020-05-03 01-AM,BTCUSD,9137.25,9198.75,9076.25,9134.5,25.4,231934.24
1588464000,2020-05-03 12-AM,BTCUSD,8983.5,9151,8955,9137.25,39.17,354649.35
1588460400,2020-05-02 11-PM,BTCUSD,8944,8986.5,8941.25,8983.5,6.329,56768.59
1588456800,2020-05-02 10-PM,BTCUSD,8937.75,8944,8911.25,8944,2.401,21414.33
1588453200,2020-05-02 09-PM,BTCUSD,8934,8937.75,8900,8937.75,23.35,208184.88
1588449600,2020-05-02 08-PM,BTCUSD,8878,8934,8865.25,8934,3.348,29828.08
1588446000,2020-05-02 07-PM,BTCUSD,8870.25,8884.5,8834.5,8878,22.69,200997.16
1588442400,2020-05-02 06-PM,BTCUSD,8969,8980,8816,8870.25,33.66,298624.92
1588438800,2020-05-02 05-PM,BTCUSD,8990,8993.5,8961.25,8969,25.29,226801.04
1588435200,2020-05-02 04-PM,BTCUSD,8940,9013,8938.25,8990,53.41,479682.3
1588431600,2020-05-02 03-PM,BTCUSD,8941.75,8965.5,8908.5,8940,7.088,63273.2
1588428000,2020-05-02 02-PM,BTCUSD,8910.5,8955.75,8906.75,8941.75,0.9423,8415.43
1588424400,2020-05-02 01-PM,BTCUSD,8889.75,8917.75,8875.25,8910.5,0.3663,3257.52
1588420800,2020-05-02 12-PM,BTCUSD,8867.5,8943,8851.5,8889.75,18.42,164136.13
1588417200,2020-05-02 11-AM,BTCUSD,8836,8893,8836,8867.5,10.83,96086.71
1588413600,2020-05-02 10-AM,BTCUSD,8814.75,8852,8814.75,8836,3.161,27942.48
1588410000,2020-05-02 09-AM,BTCUSD,8781,8829.5,8781,8814.75,0.4822,4250.72
1588406400,2020-05-02 08-AM,BTCUSD,8800,8813,8781,8781,3.687,32422.84
1588402800,2020-05-02 07-AM,BTCUSD,8833,8833,8800,8800,2.41,21224.32
1588399200,2020-05-02 06-AM,BTCUSD,8822.5,8848.5,8822.5,8833,2.999,26525.38
1588395600,2020-05-02 05-AM,BTCUSD,8823.75,8827.75,8800,8822.5,1.622,14292.32
1588392000,2020-05-02 04-AM,BTCUSD,8848.25,8852,8809,8823.75,5.419,47861.97
1588388400,2020-05-02 03-AM,BTCUSD,8821.25,8855.5,8813,8848.25,6.618,58545.9
1588384800,2020-05-02 02-AM,BTCUSD,8810,8839,8768.5,8821.25,2.652,23375.45
1588381200,2020-05-02 01-AM,BTCUSD,8840.25,8840.25,8783.5,8810,2.468,21781.71
1588377600,2020-05-02 12-AM,BTCUSD,8826.75,8849.5,8780.5,8840.25,11.82,104215.19
1588374000,2020-05-01 11-PM,BTCUSD,8843.25,8898,8818.75,8826.75,26.94,238665.21
1588370400,2020-05-01 10-PM,BTCUSD,8850,8869.75,8819.5,8843.25,25.37,224167.98
1588366800,2020-05-01 09-PM,BTCUSD,8740.25,8850,8735.5,8850,12.69,111771.56
1588363200,2020-05-01 08-PM,BTCUSD,8729.25,8746.75,8677.25,8740.25,5.242,45744.87
1588359600,2020-05-01 07-PM,BTCUSD,8732.25,8769,8711.75,8729.25,26.26,229436.92
1588356000,2020-05-01 06-PM,BTCUSD,8772,8780.5,8732,8732.25,44.97,393857.01
1588352400,2020-05-01 05-PM,BTCUSD,8728.5,8772,8691.5,8772,63.27,552191.59
1588348800,2020-05-01 04-PM,BTCUSD,8739.75,8764.25,8670,8728.5,47.39,413666.43
1588345200,2020-05-01 03-PM,BTCUSD,8846.25,8866.25,8739.75,8739.75,33.54,296317.23
1588341600,2020-05-01 02-PM,BTCUSD,8803,8846.25,8725.25,8846.25,58.05,510009.8
1588338000,2020-05-01 01-PM,BTCUSD,8877.25,8925.75,8784.25,8803,47.79,423411.76
1588334400,2020-05-01 12-PM,BTCUSD,9003.25,9015.75,8824.5,8877.25,68.67,609858.06
1588330800,2020-05-01 11-AM,BTCUSD,8902.25,9064,8894.75,9003.25,91.75,825550.25
1588327200,2020-05-01 10-AM,BTCUSD,8849.25,8902.5,8837.25,8902.25,5.157,45678.41
1588323600,2020-05-01 09-AM,BTCUSD,8805.75,8861.5,8780.25,8849.25,13.79,121658.41
1588320000,2020-05-01 08-AM,BTCUSD,8748.25,8805.75,8748.25,8805.75,3.775,33185.87
1588316400,2020-05-01 07-AM,BTCUSD,8768,8774.5,8717.75,8748.25,7.485,65488.96
1588312800,2020-05-01 06-AM,BTCUSD,8803.25,8813.5,8762.5,8768,5.012,44031.01
1588309200,2020-05-01 05-AM,BTCUSD,8787,8834.25,8778.25,8803.25,3.097,27285.85
1588305600,2020-05-01 04-AM,BTCUSD,8674.25,8800,8674.25,8787,8.296,72296.16
1588302000,2020-05-01 03-AM,BTCUSD,8715.5,8739.5,8672.5,8674.25,4.908,42755.01
1588298400,2020-05-01 02-AM,BTCUSD,8664.5,8726.5,8660.75,8715.5,2.178,18940.49
1588294800,2020-05-01 01-AM,BTCUSD,8707,8757,8664.5,8664.5,12.77,111200.29
1588291200,2020-05-01 12-AM,BTCUSD,8642,8735.5,8638.75,8707,17.7,153477.76
1588287600,2020-04-30 11-PM,BTCUSD,8763,8772.25,8600,8642,30.55,264358.62
1588284000,2020-04-30 10-PM,BTCUSD,8773.5,8774,8636.5,8763,8.883,77605.25
1588280400,2020-04-30 09-PM,BTCUSD,8834.5,8854,8749,8773.5,5.412,47742.81
1588276800,2020-04-30 08-PM,BTCUSD,8849.5,8884.25,8705.25,8834.5,41,360941.98
1588273200,2020-04-30 07-PM,BTCUSD,8672.5,8858,8672.5,8849.5,100.79,889241.59
1588269600,2020-04-30 06-PM,BTCUSD,8560,8728,8559.25,8672.5,101.6,878173.89
1588266000,2020-04-30 05-PM,BTCUSD,8688.5,8718.25,8420,8560,103.88,886581.03
1588262400,2020-04-30 04-PM,BTCUSD,8795.75,8796.5,8634,8688.5,33.16,288968.24
1588258800,2020-04-30 03-PM,BTCUSD,8834,8858.5,8750.5,8795.75,37.9,332888.12
1588255200,2020-04-30 02-PM,BTCUSD,8861.75,8904.5,8804,8834,28.09,248250.05
1588251600,2020-04-30 01-PM,BTCUSD,8738.5,8866,8733.5,8861.75,79.16,698990.45
1588248000,2020-04-30 12-PM,BTCUSD,8859.5,8919.5,8705.25,8738.5,38.95,344306.48
1588244400,2020-04-30 11-AM,BTCUSD,8905.25,8961.5,8849.75,8859.5,65.69,585791.26
1588240800,2020-04-30 10-AM,BTCUSD,8656.25,8907.75,8562.75,8905.25,104.58,912985.67
1588237200,2020-04-30 09-AM,BTCUSD,9112,9113.5,8656.25,8656.25,153.74,1360280.02
1588233600,2020-04-30 08-AM,BTCUSD,9189,9227.75,9100.75,9112,13.29,121641.25
1588230000,2020-04-30 07-AM,BTCUSD,9324.5,9326,9028,9189,33.38,305981.95
1588226400,2020-04-30 06-AM,BTCUSD,9393.25,9459.25,9273,9324.5,45.3,423723.96
1588222800,2020-04-30 05-AM,BTCUSD,9164.75,9409.5,9164.75,9393.25,19.94,185554.83
1588219200,2020-04-30 04-AM,BTCUSD,9288,9290,9027.75,9164.75,75.77,691549.73
1588215600,2020-04-30 03-AM,BTCUSD,8964,9304.5,8854.25,9288,104.73,949358.28
1588212000,2020-04-30 02-AM,BTCUSD,8857.25,8974,8829.75,8964,59.19,524428.13
1588208400,2020-04-30 01-AM,BTCUSD,8822.5,8874.5,8809,8857.25,3.356,29714.07
1588204800,2020-04-30 12-AM,BTCUSD,8782.25,8822.5,8716.75,8822.5,13.48,117835.38
1588201200,2020-04-29 11-PM,BTCUSD,8761.5,8792.25,8720,8782.25,10.33,90313.12
1588197600,2020-04-29 10-PM,BTCUSD,8869.25,8869.25,8707,8761.5,20.07,176040.16
1588194000,2020-04-29 09-PM,BTCUSD,8933,8942.25,8771.25,8869.25,10.15,89829.1
1588190400,2020-04-29 08-PM,BTCUSD,8734.25,8933,8722.25,8933,19.28,169727.89
1588186800,2020-04-29 07-PM,BTCUSD,8900,8900,7826,8734.25,13.04,113917.18
1588183200,2020-04-29 06-PM,BTCUSD,8900,8950,8588,8900,23.04,201990.76
1588179600,2020-04-29 05-PM,BTCUSD,8594.25,8932.75,7826,8900,90.57,790323.08
1588176000,2020-04-29 04-PM,BTCUSD,8376,8776,8352.25,8594.25,210.41,1806373.01
1588172400,2020-04-29 03-PM,BTCUSD,8368.75,8387,8306.75,8376,55.27,461570.95
1588168800,2020-04-29 02-PM,BTCUSD,8315.25,8368.75,8284.5,8368.75,40.23,334437.63
1588165200,2020-04-29 01-PM,BTCUSD,8250.75,8407.25,8250.75,8315.25,134.26,1120730.67
1588161600,2020-04-29 12-PM,BTCUSD,8138.5,8274.75,8138.5,8250.75,49.72,407832.67
1588158000,2020-04-29 11-AM,BTCUSD,8128.25,8185.75,8125.25,8138.5,76.86,627152.66
1588154400,2020-04-29 10-AM,BTCUSD,7992.5,8168.5,7981.5,8128.25,126.96,1027164.46
1588150800,2020-04-29 09-AM,BTCUSD,7953,8000,7952.5,7992.5,46.44,370817.01
1588147200,2020-04-29 08-AM,BTCUSD,7956.25,7978.5,7942.5,7953,23,183091.69
1588143600,2020-04-29 07-AM,BTCUSD,7955.5,7974,7932.25,7956.25,13.5,107330.75
1588140000,2020-04-29 06-AM,BTCUSD,7870,7974.5,7865.25,7955.5,26.58,210797.43
1588136400,2020-04-29 05-AM,BTCUSD,7849,7883.25,7849,7870,5.177,40723.97
1588132800,2020-04-29 04-AM,BTCUSD,7821,7849,7816.5,7849,3.426,26855.3
1588129200,2020-04-29 03-AM,BTCUSD,7798.75,7835.5,7798.75,7821,8.371,65550.27
1588125600,2020-04-29 02-AM,BTCUSD,7775.25,7869.5,7718.5,7798.75,86.3,673530.14
1588122000,2020-04-29 01-AM,BTCUSD,7749,7776.5,7749,7775.25,6.689,51922.26
1588118400,2020-04-29 12-AM,BTCUSD,7766.75,7777,7746.75,7749,15.23,118267.89
1588114800,2020-04-28 11-PM,BTCUSD,7764,7777,7752,7766.75,21.93,170295.81
1588111200,2020-04-28 10-PM,BTCUSD,7739.25,7766,7733,7764,7.938,61551.04
1588107600,2020-04-28 09-PM,BTCUSD,7737,7742,7722.5,7739.25,0.8064,6236.33
1588104000,2020-04-28 08-PM,BTCUSD,7721.75,7745.5,7711.75,7737,10.21,78865.62
1588100400,2020-04-28 07-PM,BTCUSD,7749.5,7755,7714.5,7721.75,25.64,198400.05
1588096800,2020-04-28 06-PM,BTCUSD,7737.25,7749.5,7735.5,7749.5,2.755,21339.35
1588093200,2020-04-28 05-PM,BTCUSD,7736.5,7749.5,7718.5,7737.25,17.7,136972.48
1588089600,2020-04-28 04-PM,BTCUSD,7728.25,7749.25,7714.75,7736.5,9.539,73786.39
1588086000,2020-04-28 03-PM,BTCUSD,7693,7732.25,7671,7728.25,14.88,114621.03
1588082400,2020-04-28 02-PM,BTCUSD,7742.5,7745.5,7693,7693,17.59,135856.81
1588078800,2020-04-28 01-PM,BTCUSD,7772.75,7772.75,7735.5,7742.5,9.858,76439.04
1588075200,2020-04-28 12-PM,BTCUSD,7746.5,7772.75,7727.5,7772.75,19.59,151935.92
1588071600,2020-04-28 11-AM,BTCUSD,7755,7755.25,7741.75,7746.5,0.5579,4322.84
1588068000,2020-04-28 10-AM,BTCUSD,7749.5,7760.25,7734,7755,2.283,17694.22
1588064400,2020-04-28 09-AM,BTCUSD,7703,7749.5,7703,7749.5,5.74,44415.76
1588060800,2020-04-28 08-AM,BTCUSD,7702.75,7710,7685.25,7703,1.535,11802.53
1588057200,2020-04-28 07-AM,BTCUSD,7725.25,7725.25,7702.75,7702.75,0.02641,203.72
1588053600,2020-04-28 06-AM,BTCUSD,7705.75,7729.25,7693,7725.25,2.368,18281.73
1588050000,2020-04-28 05-AM,BTCUSD,7680.75,7706.25,7680.75,7705.75,1.209,9298.34
1588046400,2020-04-28 04-AM,BTCUSD,7716.75,7716.75,7676.25,7680.75,15.55,119437.95
1588042800,2020-04-28 03-AM,BTCUSD,7712.25,7716.75,7700.75,7716.75,0.4776,3682.42
1588039200,2020-04-28 02-AM,BTCUSD,7708,7714.75,7678.25,7712.25,1.727,13281.19
1588035600,2020-04-28 01-AM,BTCUSD,7746.5,7754.75,7700,7708,7.933,61204.25
1588032000,2020-04-28 12-AM,BTCUSD,7791,7792,7736.75,7746.5,5.678,43989.79
1588028400,2020-04-27 11-PM,BTCUSD,7778.5,7791.25,7757,7791,4.824,37482.5
1588024800,2020-04-27 10-PM,BTCUSD,7737,7778.5,7729,7778.5,5.819,45124.51
1588021200,2020-04-27 09-PM,BTCUSD,7708.5,7771.5,7706.75,7737,1.959,15180.3
1588017600,2020-04-27 08-PM,BTCUSD,7711.75,7721,7695.5,7708.5,2.46,18956.13
1588014000,2020-04-27 07-PM,BTCUSD,7718,7730.75,7704.5,7711.75,8.793,67859.83
1588010400,2020-04-27 06-PM,BTCUSD,7671.5,7719.75,7669.25,7718,23.6,181586.09
1588006800,2020-04-27 05-PM,BTCUSD,7673.5,7678.75,7651.25,7671.5,11.3,86629.78
1588003200,2020-04-27 04-PM,BTCUSD,7688.25,7695.5,7671,7673.5,3.045,23378.74
1587999600,2020-04-27 03-PM,BTCUSD,7677.5,7700,7666.5,7688.25,20.66,158963.83
1587996000,2020-04-27 02-PM,BTCUSD,7705.25,7705.25,7637,7677.5,12.26,94139.79
1587992400,2020-04-27 01-PM,BTCUSD,7689,7713.75,7635.5,7705.25,59.07,453673.63
1587988800,2020-04-27 12-PM,BTCUSD,7717.75,7724.5,7688.25,7689,2.48,19110.64
1587985200,2020-04-27 11-AM,BTCUSD,7711,7728.75,7692.75,7717.75,0.9481,7309.92
1587981600,2020-04-27 10-AM,BTCUSD,7718.5,7721.25,7672.75,7711,2.466,18958.06
1587978000,2020-04-27 09-AM,BTCUSD,7714.75,7730,7691,7718.5,1.664,12837.2
1587974400,2020-04-27 08-AM,BTCUSD,7696,7745.75,7696,7714.75,4.24,32754.73
1587970800,2020-04-27 07-AM,BTCUSD,7657,7697.25,7639.5,7696,3.312,25431.47
1587967200,2020-04-27 06-AM,BTCUSD,7693.75,7718.5,7657,7657,2.389,18354.42
1587963600,2020-04-27 05-AM,BTCUSD,7735,7752.5,7693.75,7693.75,4.707,36283.65
1587960000,2020-04-27 04-AM,BTCUSD,7748.5,7748.5,7715.5,7735,6.945,53682.86
1587956400,2020-04-27 03-AM,BTCUSD,7737.5,7754.5,7736,7748.5,9.345,72426.98
1587952800,2020-04-27 02-AM,BTCUSD,7703.25,7737.5,7700.75,7737.5,5.139,39673.96
1587949200,2020-04-27 01-AM,BTCUSD,7750,7799.5,7661,7703.25,71.72,553779.54
1587945600,2020-04-27 12-AM,BTCUSD,7701.5,7783.5,7701.5,7750,27.39,212303.52
1587942000,2020-04-26 11-PM,BTCUSD,7619.25,7701.5,7619.25,7701.5,3.854,29585.81
1587938400,2020-04-26 10-PM,BTCUSD,7642.75,7647.25,7593,7619.25,0.885,6734.73
1587934800,2020-04-26 09-PM,BTCUSD,7648,7660,7632.5,7642.75,0.9455,7228.62
1587931200,2020-04-26 08-PM,BTCUSD,7660.25,7660.25,7638.25,7648,0.7971,6099.42
1587927600,2020-04-26 07-PM,BTCUSD,7634.75,7660.25,7621.75,7660.25,3.812,29103.97
1587924000,2020-04-26 06-PM,BTCUSD,7588.75,7635,7575.75,7634.75,0.8146,6205.01
1587920400,2020-04-26 05-PM,BTCUSD,7574.5,7593,7561,7588.75,1.351,10241.75
1587916800,2020-04-26 04-PM,BTCUSD,7548.75,7593.75,7540,7574.5,6.107,46172.4
1587913200,2020-04-26 03-PM,BTCUSD,7656.5,7656.5,7489,7548.75,42.83,323234.71
1587909600,2020-04-26 02-PM,BTCUSD,7684.25,7708,7635,7656.5,7.549,57899.11
1587906000,2020-04-26 01-PM,BTCUSD,7651.75,7708,7642.5,7684.25,21.66,166451.47
1587902400,2020-04-26 12-PM,BTCUSD,7659.5,7670,7639.25,7651.75,0.4167,3188.94
1587898800,2020-04-26 11-AM,BTCUSD,7657,7681.75,7616.75,7659.5,4.439,33981.95
1587895200,2020-04-26 10-AM,BTCUSD,7590.25,7669.5,7580,7657,14.17,108153.54
1587891600,2020-04-26 09-AM,BTCUSD,7558,7599,7558,7590.25,5.205,39533.06
1587888000,2020-04-26 08-AM,BTCUSD,7550,7558,7539.5,7558,0.5946,4485.66
1587884400,2020-04-26 07-AM,BTCUSD,7551.75,7561.75,7548,7550,1.251,9454.53
1587880800,2020-04-26 06-AM,BTCUSD,7544.25,7553.75,7533,7551.75,2.063,15576.22
1587877200,2020-04-26 05-AM,BTCUSD,7556.75,7558,7543.5,7544.25,1.104,8331.39
1587873600,2020-04-26 04-AM,BTCUSD,7574,7574,7550.75,7556.75,1.957,14800.22
1587870000,2020-04-26 03-AM,BTCUSD,7573.5,7577.75,7565.75,7574,2.717,20577.19
1587866400,2020-04-26 02-AM,BTCUSD,7570,7582.25,7562,7573.5,1.701,12883.26
1587862800,2020-04-26 01-AM,BTCUSD,7572.25,7587.25,7565.25,7570,16.02,121415.13
1587859200,2020-04-26 12-AM,BTCUSD,7546.75,7574.75,7536.25,7572.25,1.84,13918.28
1587855600,2020-04-25 11-PM,BTCUSD,7539,7546.75,7521.75,7546.75,5.042,37998.74
1587852000,2020-04-25 10-PM,BTCUSD,7533.25,7556.25,7529.75,7539,1.487,11204.73
1587848400,2020-04-25 09-PM,BTCUSD,7552.5,7552.5,7510.75,7533.25,0.381,2869.78
1587844800,2020-04-25 08-PM,BTCUSD,7550.25,7562.5,7550.25,7552.5,1.473,11135.02
1587841200,2020-04-25 07-PM,BTCUSD,7538,7554,7536,7550.25,0.7059,5328.83
1587837600,2020-04-25 06-PM,BTCUSD,7547.25,7549.5,7532.25,7538,0.8075,6088.83
1587834000,2020-04-25 05-PM,BTCUSD,7560.75,7560.75,7532,7547.25,0.8191,6179.91
1587830400,2020-04-25 04-PM,BTCUSD,7536,7561.5,7492,7560.75,28.48,214074.63
1587826800,2020-04-25 03-PM,BTCUSD,7588.5,7713,7519.75,7536,96.69,737112.98
1587823200,2020-04-25 02-PM,BTCUSD,7599.75,7605.75,7543,7588.5,9.407,71340.18
1587819600,2020-04-25 01-PM,BTCUSD,7560.75,7600,7560.75,7599.75,2.958,22451.16
1587816000,2020-04-25 12-PM,BTCUSD,7539,7563.5,7539,7560.75,1.103,8328.04
1587812400,2020-04-25 11-AM,BTCUSD,7570,7611.25,7524,7539,16.91,128206.02
1587808800,2020-04-25 10-AM,BTCUSD,7560,7573.75,7545.25,7570,2.32,17550.52
1587805200,2020-04-25 09-AM,BTCUSD,7526.5,7560,7526.5,7560,0.107,808.55
1587801600,2020-04-25 08-AM,BTCUSD,7563.25,7572.5,7522,7526.5,3.209,24154.79
1587798000,2020-04-25 07-AM,BTCUSD,7589.25,7591.5,7558.5,7563.25,1.004,7601.54
1587794400,2020-04-25 06-AM,BTCUSD,7566,7591.75,7540.25,7589.25,32.09,242590.68
1587790800,2020-04-25 05-AM,BTCUSD,7523.75,7566,7523.75,7566,4.684,35349.4
1587787200,2020-04-25 04-AM,BTCUSD,7518.75,7525,7507.75,7523.75,2.975,22367.63
1587783600,2020-04-25 03-AM,BTCUSD,7496.75,7525,7496.25,7518.75,4.372,32827.54
1587780000,2020-04-25 02-AM,BTCUSD,7486.25,7509.25,7481.5,7496.75,9.853,73900.72
1587776400,2020-04-25 01-AM,BTCUSD,7474,7502.5,7461.25,7486.25,9.891,74105.37
1587772800,2020-04-25 12-AM,BTCUSD,7506.25,7511,7442,7474,16.6,123988.99
1587769200,2020-04-24 11-PM,BTCUSD,7493,7510.5,7492.5,7506.25,4.463,33484.15
1587765600,2020-04-24 10-PM,BTCUSD,7516.75,7524.75,7484.5,7493,13.93,104409.57
1587762000,2020-04-24 09-PM,BTCUSD,7532.25,7555.5,7516.75,7516.75,6.23,46894.17
1587758400,2020-04-24 08-PM,BTCUSD,7529.25,7550,7527.75,7532.25,9.962,75127.76
1587754800,2020-04-24 07-PM,BTCUSD,7523.75,7533.5,7507.75,7529.25,18.66,140347.03
1587751200,2020-04-24 06-PM,BTCUSD,7512,7544.5,7512,7523.75,16.93,127474.83
1587747600,2020-04-24 05-PM,BTCUSD,7516.75,7523.5,7503.25,7512,6.361,47789.74
1587744000,2020-04-24 04-PM,BTCUSD,7519.5,7525,7484.25,7516.75,22.21,166829.28
1587740400,2020-04-24 03-PM,BTCUSD,7498,7524.25,7489,7519.5,17.65,132423.38
1587736800,2020-04-24 02-PM,BTCUSD,7497.25,7506.75,7400,7498,65.76,490276.47
1587733200,2020-04-24 01-PM,BTCUSD,7504.25,7517.25,7487,7497.25,18.53,138971.08
1587729600,2020-04-24 12-PM,BTCUSD,7490,7523.75,7464.75,7504.25,42.19,316710.63
1587726000,2020-04-24 11-AM,BTCUSD,7533,7589.5,7483.25,7490,25.4,191897.09
1587722400,2020-04-24 10-AM,BTCUSD,7585.5,7585.5,7505.5,7533,31.9,240355.64
1587718800,2020-04-24 09-AM,BTCUSD,7556.25,7607.25,7553.5,7585.5,15.84,120023.62
1587715200,2020-04-24 08-AM,BTCUSD,7588.5,7588.5,7527.75,7556.25,43.5,328114.72
1587711600,2020-04-24 07-AM,BTCUSD,7527.5,7588.5,7527.5,7588.5,13.25,100256.65
1587708000,2020-04-24 06-AM,BTCUSD,7500,7527.5,7497.5,7527.5,1.315,9875.11
1587704400,2020-04-24 05-AM,BTCUSD,7546.5,7547.25,7500,7500,17.49,131490.7
1587700800,2020-04-24 04-AM,BTCUSD,7527.25,7547,7510.25,7546.5,4.051,30514.49
1587697200,2020-04-24 03-AM,BTCUSD,7527.25,7550,7508.25,7527.25,2.89,21765.8
1587693600,2020-04-24 02-AM,BTCUSD,7487,7529,7487,7527.25,0.5552,4167.99
1587690000,2020-04-24 01-AM,BTCUSD,7497.75,7522.5,7471.5,7487,10.23,76765.29
1587686400,2020-04-24 12-AM,BTCUSD,7485.75,7525,7479,7497.75,16.91,126940.83
1587682800,2020-04-23 11-PM,BTCUSD,7568.5,7575,7449.75,7485.75,18.04,135084.38
1587679200,2020-04-23 10-PM,BTCUSD,7599.75,7604,7556,7568.5,3.656,27670.01
1587675600,2020-04-23 09-PM,BTCUSD,7540.75,7619,7540.75,7599.75,9.867,74899.39
1587672000,2020-04-23 08-PM,BTCUSD,7530.25,7568,7528,7540.75,9.911,74831.49
1587668400,2020-04-23 07-PM,BTCUSD,7543.75,7548.5,7521.75,7530.25,14.19,106912.78
1587664800,2020-04-23 06-PM,BTCUSD,7556.75,7574,7520,7543.75,20.21,152239.1
1587661200,2020-04-23 05-PM,BTCUSD,7511.75,7558.5,7511.75,7556.75,7.553,56882.49
1587657600,2020-04-23 04-PM,BTCUSD,7524.75,7614,7488.75,7511.75,53.8,406073.27
1587654000,2020-04-23 03-PM,BTCUSD,7547.5,7558.75,7481.75,7524.75,28.73,216526.31
1587650400,2020-04-23 02-PM,BTCUSD,7247.75,7768.5,7247.75,7547.5,209.66,1578188.95
1587646800,2020-04-23 01-PM,BTCUSD,7178.75,7262.5,7162.75,7247.75,163.67,1181941.45
1587643200,2020-04-23 12-PM,BTCUSD,7134.5,7193.75,7127.5,7178.75,55.42,397381.04
1587639600,2020-04-23 11-AM,BTCUSD,7073,7146,7073,7134.5,16.93,120576.44
1587636000,2020-04-23 10-AM,BTCUSD,7103.5,7107.25,7071.75,7073,23.54,166874.41
1587632400,2020-04-23 09-AM,BTCUSD,7089.25,7103.5,7062,7103.5,20,141565.52
1587628800,2020-04-23 08-AM,BTCUSD,7064.25,7099.5,7053.25,7089.25,7.583,53703.54
1587625200,2020-04-23 07-AM,BTCUSD,7045.5,7082.75,7043.75,7064.25,26.86,189874.79
1587621600,2020-04-23 06-AM,BTCUSD,7105.75,7105.75,7035.25,7045.5,40.99,289579.82
1587618000,2020-04-23 05-AM,BTCUSD,7134,7140.25,7105.75,7105.75,19.05,135777.15
1587614400,2020-04-23 04-AM,BTCUSD,7129,7135.25,7106.75,7134,4.378,31175.75
1587610800,2020-04-23 03-AM,BTCUSD,7141.25,7161.25,7129,7129,11.36,81169.74
