unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1634279400,2021-10-15 06:30:00,BTC/USDT,59471,59691.01633822,59391.67008455,59665.91222006,292577.83897904,4.91495185
1634277600,2021-10-15 06:00:00,BTC/USDT,59531.81083035,59614.01945107,59357.30371278,59438.70942438,325804.49185502,5.47852774
1634275800,2021-10-15 05:30:00,BTC/USDT,59693.99089184,59791.57285458,59300.40260558,59519,1111265.65814694,18.67812427
1634274000,2021-10-15 05:00:00,BTC/USDT,59600,59977.76014198,59565.65601003,59690.6594198,1513603.34556411,25.31462924
1634272200,2021-10-15 04:30:00,BTC/USDT,59568.10320158,59734.6,59375.18760377,59599.99999,795727.15027754,13.35619693
1634270400,2021-10-15 04:00:00,BTC/USDT,59420.78586406,59623.28979756,59152.42148367,59503.97666064,1320596.85016466,22.24465801
1634268600,2021-10-15 03:30:00,BTC/USDT,59083.39702477,59417.81505389,59015.15908552,59411.63767467,307204.09619277,5.18833332
1634266800,2021-10-15 03:00:00,BTC/USDT,59120.96764913,59429.99999,58873.46714845,59133.54966032,2015050.0369708,34.04342961
1634265000,2021-10-15 02:30:00,BTC/USDT,58654.81281274,59302.29806355,58479.33028695,59060.59235767,2229884.05013788,37.81899026
1634263200,2021-10-15 02:00:00,BTC/USDT,57234.72931709,58759,57100.12006476,58644.92630431,4554675.23611396,78.34771697
1634261400,2021-10-15 01:30:00,BTC/USDT,57083.43510642,57303.21983733,57083.43510642,57256.86069254,224728.55660454,3.93070225
1634259600,2021-10-15 01:00:00,BTC/USDT,57038.2871529,57113.77567921,56870.1216,57083.43510641,355470.72407341,6.2380971
1634258038,2021-10-15 00:33:58,BTC/USDT,57023.96151458,57023.96151458,57023.96151458,57023.96151458,0,0
1634257800,2021-10-15 00:30:00,BTC/USDT,57121.19722444,57174,57000.00001,57023.96151458,438508.04127697,7.68291549
1634256000,2021-10-15 00:00:00,BTC/USDT,57343.32369989,57434.78260869,57111.6095459,57131.8921029,173422.13253007,3.03146448
1634254200,2021-10-14 23:30:00,BTC/USDT,57252.4809115,57429.00000001,57227.72961107,57343.3236999,14614.23856984,0.2549494
1634252400,2021-10-14 23:00:00,BTC/USDT,57579.99999999,57626.11929557,57252.4809115,57252.4809115,291271.48743208,5.07261847
1634250600,2021-10-14 22:30:00,BTC/USDT,57503.84193177,57632.20444497,57471.54752225,57580,203955.736578,3.54444746
1634248800,2021-10-14 22:00:00,BTC/USDT,57730,57768.23963251,57490.61314881,57493.48780822,343313.29196167,5.95953706
1634247000,2021-10-14 21:30:00,BTC/USDT,57563.59219624,57733.55898218,57556.48660737,57729.99999999,66612.42796259,1.15492856
1634245200,2021-10-14 21:00:00,BTC/USDT,57431.28591911,57607.20338264,57428.51379815,57570.77724546,557015.43513683,9.68906366
1634243400,2021-10-14 20:30:00,BTC/USDT,57506.45426577,57592.99999999,57402.28424089,57402.28424089,84280.34712463,1.46677752
1634241600,2021-10-14 20:00:00,BTC/USDT,57847.6753185,57864.13488638,57476.81805259,57508.64652133,295673.56183749,5.13234
1634239800,2021-10-14 19:30:00,BTC/USDT,57363.93673112,57858.9834,57363.93673112,57850.04558475,218842.20036389,3.79124242
1634238000,2021-10-14 19:00:00,BTC/USDT,58029.51157367,58029.51157367,56829,57359.13054851,1696266.03083386,29.53816124
1634236200,2021-10-14 18:30:00,BTC/USDT,56953.88107223,58072.67640699,56953.88107223,58029.51045603,2139261.6672711,37.07525029
1634234400,2021-10-14 18:00:00,BTC/USDT,57187,57193.83278883,56844.94031065,56928,376890.89252174,6.60847429
1634232600,2021-10-14 17:30:00,BTC/USDT,57230.93259126,57249.74133658,57088,57192.07166393,87059.6886944,1.52208489
1634230800,2021-10-14 17:00:00,BTC/USDT,57127.14446862,57236.14645192,57094.71060668,57236.14645192,155720.53307704,2.72544151
1634229000,2021-10-14 16:30:00,BTC/USDT,57109.71192673,57335.52448889,56988.46124449,57130,370845.93240471,6.49403017
1634227200,2021-10-14 16:00:00,BTC/USDT,57332.93080813,57428.85913591,57101.43290193,57101.43290194,797687.83573222,13.94480533
1634225400,2021-10-14 15:30:00,BTC/USDT,57713.29447345,57713.29451348,57321.08094191,57324.22991554,415115.51225854,7.22397193
1634223600,2021-10-14 15:00:00,BTC/USDT,57391.22442197,57808.70454068,57000,57710.58865658,1027986.96992706,17.93124509
1634221800,2021-10-14 14:30:00,BTC/USDT,57538.07357399,57542.05797292,57259.83435622,57415.93968563,459433.34268988,8.00225101
1634220000,2021-10-14 14:00:00,BTC/USDT,57417.04443635,57607.12014998,57417.04443634,57560.61818989,338946.30965131,5.89183903
1634218200,2021-10-14 13:30:00,BTC/USDT,57639.3801554,57771.42089507,57324.22981881,57410.09831777,400749.69889349,6.9795205
1634216400,2021-10-14 13:00:00,BTC/USDT,57570.38322051,57643.9,57463.87326895,57639.38015539,177941.91057407,3.09151827
1634214600,2021-10-14 12:30:00,BTC/USDT,57725.96552546,57777.17766537,57471.33050037,57548.41640566,301761.54586894,5.23817818
1634212800,2021-10-14 12:00:00,BTC/USDT,57603.88127678,57891.90068316,57443.5367726,57714.60689996,480774.6259029,8.34045111
1634211000,2021-10-14 11:30:00,BTC/USDT,58013.00422732,58013.00422732,57572.6433896,57603.88017614,258420.82184717,4.47162158
1634209200,2021-10-14 11:00:00,BTC/USDT,57663,58150.00000001,57638,58019.99999999,604801.47872663,10.45942221
1634207400,2021-10-14 10:30:00,BTC/USDT,57618.63141176,57789.13313343,57573.08038907,57670.01689963,264624.48270282,4.58820214
1634205600,2021-10-14 10:00:00,BTC/USDT,57397.96585581,57722.47837851,57256.97085919,57623.28744721,419397.21811695,7.30508112
1634203800,2021-10-14 09:30:00,BTC/USDT,57321.08558873,57491,57313.73304863,57415.69551792,974985.82255082,16.97959427
1634202000,2021-10-14 09:00:00,BTC/USDT,57452.39599982,57694.65928291,57234.41330769,57313.83304863,419124.1932899,7.30490706
1634200200,2021-10-14 08:30:00,BTC/USDT,57662.37160042,57673.8994506,57437.65486067,57448.19742416,146417.27132048,2.54551396
1634198400,2021-10-14 08:00:00,BTC/USDT,57366.31837005,57675.70993759,57339.99011723,57649.76713747,138542.64943742,2.40989514
1634196600,2021-10-14 07:30:00,BTC/USDT,57736.21021524,57736.21021525,57331.98806215,57374.92352907,244518.94497977,4.25625503
1634194800,2021-10-14 07:00:00,BTC/USDT,57660.9327195,57777.9131443,57600,57736.21021524,343048.73784018,5.94530113
1634193000,2021-10-14 06:30:00,BTC/USDT,57935.04608046,57963.69878876,57502.68070371,57643.8,254870.79717399,4.41316099
1634191200,2021-10-14 06:00:00,BTC/USDT,57960.02668295,58058.32603516,57901.41839686,57901.41839686,87818.08274621,1.5147719
1634189400,2021-10-14 05:30:00,BTC/USDT,57849.08273822,58091.71984371,57849.08273822,57984.167062,171202.98848237,2.95258504
1634187600,2021-10-14 05:00:00,BTC/USDT,57979.33534666,58085.00000001,57804.43547873,57860.91960305,519064.14585287,8.96278315
1634185800,2021-10-14 04:30:00,BTC/USDT,58085,58085,57700.41840699,57979.33534666,203390.18068065,3.51773226
1634184000,2021-10-14 04:00:00,BTC/USDT,58091.8649567,58151,57975,58085.00000001,414467.60441725,7.14365329
1634182200,2021-10-14 03:30:00,BTC/USDT,58098.9057077,58182.47793819,58040.67339428,58069.70323569,109407.99265926,1.88360316
1634180400,2021-10-14 03:00:00,BTC/USDT,58212.70544712,58240.08416583,58092.55743347,58108.9490789,225332.46843665,3.87475075
1634178600,2021-10-14 02:30:00,BTC/USDT,58325.92183477,58325.92183477,58096.60400414,58212.70544712,376215.49456963,6.46399324
1634176800,2021-10-14 02:00:00,BTC/USDT,58282.16421776,58510,58212.7144207,58310.90870468,344854.44323958,5.90671165
1634175000,2021-10-14 01:30:00,BTC/USDT,57980.9979334,58440,57897.15277386,58281.98597351,879664.76565241,15.10283435
1634173200,2021-10-14 01:00:00,BTC/USDT,57689.42214984,58298.0001,57618.96391423,57954.22963955,1984951.45335781,34.21220834
1634171778,2021-10-14 00:36:18,BTC/USDT,57653.75855081,57653.75855081,57653.75855081,57653.75855081,0,0
1634171400,2021-10-14 00:30:00,BTC/USDT,57323.88880138,57686.53777387,57165.04870691,57653.75855081,848815.89512946,14.76049498
1634169600,2021-10-14 00:00:00,BTC/USDT,57362.94317429,57587.81243535,57321.02086443,57321.02086444,598608.62629555,10.42519665
1634167800,2021-10-13 23:30:00,BTC/USDT,57317.45835937,57438.47444309,57180,57380.25976873,283236.71074049,4.94328669
1634166000,2021-10-13 23:00:00,BTC/USDT,57397,57397.7,57232.1156438,57295.64525781,312894.9343154,5.458134
1634164200,2021-10-13 22:30:00,BTC/USDT,57484.10067409,57595.25364612,57347.40967046,57385.44932749,440589.98574821,7.66558955
1634162400,2021-10-13 22:00:00,BTC/USDT,57530.8,57745.65632684,57386.11002949,57456.53441136,289522.83823945,5.03529946
1634160600,2021-10-13 21:30:00,BTC/USDT,57354,57700,57268.14880255,57510.74598202,326242.55884614,5.66266996
1634158800,2021-10-13 21:00:00,BTC/USDT,56977.21049463,57578.29452339,56895.58537937,57335.66803679,1115917.92942791,19.52123203
1634157000,2021-10-13 20:30:00,BTC/USDT,57121.89223117,57163.66245164,56661,56987.48940385,514347.72705824,9.0348719
1634155200,2021-10-13 20:00:00,BTC/USDT,57268.56004117,57472.08842812,57043.8523898,57101.83902335,954914.45722276,16.66544513
1634153400,2021-10-13 19:30:00,BTC/USDT,56971.46225232,57303.21983733,56950,57264.56725835,440994.89901162,7.72577245
1634151600,2021-10-13 19:00:00,BTC/USDT,56984.46485702,57119.07399739,56961.7,56971.46225232,400202.28278469,7.01447421
1634149800,2021-10-13 18:30:00,BTC/USDT,56952.47271005,57169,56871.5075929,56975.92276409,338584.71092874,5.93549353
1634148000,2021-10-13 18:00:00,BTC/USDT,56903.20210719,57095.01550533,56833.50201334,56963.40669593,435089.40229227,7.63726378
1634146200,2021-10-13 17:30:00,BTC/USDT,56948,57041.77285564,56786.22950996,56896.39586738,566150.55799892,9.94437205
1634144400,2021-10-13 17:00:00,BTC/USDT,56967.76510933,57197.02962008,56836.22950997,56929.10030351,713304.81235463,12.50391483
1634142600,2021-10-13 16:30:00,BTC/USDT,56327,57133.0323,56264,56948.64963842,1555731.34577915,27.38447411
1634140800,2021-10-13 16:00:00,BTC/USDT,56161.87491623,56344.02372088,56087.50530371,56327,404037.00650122,7.19232036
1634139000,2021-10-13 15:30:00,BTC/USDT,56267.68779428,56283.43291553,56056.81053647,56133.82839587,630622.00248873,11.23054664
1634137200,2021-10-13 15:00:00,BTC/USDT,55820.4551789,56397.67951182,55820.4551789,56267.68779429,2106861.63650038,37.46137067
1634135400,2021-10-13 14:30:00,BTC/USDT,55041.92298496,55877.55699002,55041.92298496,55796.71723976,1124868.06369117,20.23154711
1634133600,2021-10-13 14:00:00,BTC/USDT,54887.88897273,55197.24110849,54545,55053.93428414,915077.98899965,16.72252308
1634131800,2021-10-13 13:30:00,BTC/USDT,55121.54700158,55212.78627528,54824.90424162,54904.47889264,200312.93057819,3.64172823
1634130000,2021-10-13 13:00:00,BTC/USDT,55013,55224.48979591,54998,55081.1531576,361601.5827979,6.56408082
1634128200,2021-10-13 12:30:00,BTC/USDT,55170.16294531,55214.72889486,54828.82576052,55046.74777695,373517.00304281,6.78661975
1634126400,2021-10-13 12:00:00,BTC/USDT,55207.77956209,55336.2221429,54950.79994781,55102.57827924,232781.97247837,4.22426408
1634124600,2021-10-13 11:30:00,BTC/USDT,54823.93260925,55214.68805366,54812.91061542,55196.80443351,486906.94769816,8.84394329
1634122800,2021-10-13 11:00:00,BTC/USDT,54652.73279794,54867.18000762,54488.1016741,54809.9834736,724580.57763298,13.25229473
1634121000,2021-10-13 10:30:00,BTC/USDT,54998.31651301,55133.62065683,54417.19159106,54650.67090195,674920.23234586,12.33611869
1634119200,2021-10-13 10:00:00,BTC/USDT,54874.00000622,54998.31651301,54853.99999999,54998.31651301,233672.13173679,4.25448545
1634117400,2021-10-13 09:30:00,BTC/USDT,54668.6213264,54945.58400717,54594.6989642,54894.2865516,479589.85087306,8.75067762
1634115600,2021-10-13 09:00:00,BTC/USDT,54586.41041996,54705.76890069,54275.5185253,54681.78756692,1173150.10575646,21.52347944
1634113800,2021-10-13 08:30:00,BTC/USDT,55161.16373188,55207,54567.33049782,54589.14053111,279915.022564,5.10887598
1634112000,2021-10-13 08:00:00,BTC/USDT,54643.87386919,55282.60010476,54483.15065158,55168,1602181.33288694,29.23289565
1634110200,2021-10-13 07:30:00,BTC/USDT,54926.0205657,54967.53901618,54579.24023102,54627.47952724,890766.87850543,16.26955069
1634108400,2021-10-13 07:00:00,BTC/USDT,55369,55450,54918.09790199,54918.09790199,365107.9332664,6.61691441
1634106600,2021-10-13 06:30:00,BTC/USDT,55505.64473922,55505.64473922,55121.24695183,55378.82225595,327409.78166459,5.91481113
1634104800,2021-10-13 06:00:00,BTC/USDT,55066.22202339,55530.194,54849.24023101,55519.98090969,1219805.51448238,22.13739863
1634103000,2021-10-13 05:30:00,BTC/USDT,55982.9314066,55993.23946412,55024.24023101,55040.05145274,2082224.88242495,37.61281
1634101200,2021-10-13 05:00:00,BTC/USDT,56089.16457881,56213.22527998,55994.3,55997.25916068,187086.09897583,3.33373736
1634099400,2021-10-13 04:30:00,BTC/USDT,56241.61248657,56241.61248657,56042.10277443,56089.16457881,263384.70978516,4.69066343
1634097600,2021-10-13 04:00:00,BTC/USDT,56281.11399118,56365.69268943,56238.05749501,56247.2365881,186653.66804789,3.31669005
1634095800,2021-10-13 03:30:00,BTC/USDT,56366.33985445,56389.54687093,56274.80963426,56277.62368055,101798.32528761,1.80762849
1634094000,2021-10-13 03:00:00,BTC/USDT,56417.04645647,56451.10018823,56252.98693335,56366.33985445,112647.38241388,2.00026498
1634092200,2021-10-13 02:30:00,BTC/USDT,56230.44540366,56440.17589462,56230.44539366,56440.17589462,241859.77621632,4.29589462
1634090400,2021-10-13 02:00:00,BTC/USDT,56265.81325288,56335.40495636,56226.82414224,56234.02350124,170121.97518046,3.0226256
1634088600,2021-10-13 01:30:00,BTC/USDT,56294.63505933,56375.34119718,56183.67346938,56246.31536329,63018.41913525,1.12009593
1634087662,2021-10-13 01:14:22,BTC/USDT,56282.35716966,56282.35716966,56282.35716966,56282.35716966,0,0
1634086800,2021-10-13 01:00:00,BTC/USDT,56481.21321848,56594.28424181,56254.13510016,56282.35716966,268336.69432562,4.75668877
1634085000,2021-10-13 00:30:00,BTC/USDT,56220.95931767,56533.12811264,56220.21495856,56434.52962986,217922.10759816,3.8649321
1634083200,2021-10-13 00:00:00,BTC/USDT,56039.16991413,56276.8717596,55856.41883436,56229,355882.05182986,6.34089304
1634081400,2021-10-12 23:30:00,BTC/USDT,56254.83274388,56336.69395349,55963.6984417,55988.89122213,235239.53825437,4.18693672
1634079600,2021-10-12 23:00:00,BTC/USDT,56400.73704454,56528.3638895,56238.57546894,56274.83274389,241401.69444331,4.27741831
1634077800,2021-10-12 22:30:00,BTC/USDT,56221,56400.73704454,56193,56390.27567683,125876.98187442,2.23635659
1634076000,2021-10-12 22:00:00,BTC/USDT,56053.63866565,56275.47782268,56052.649455,56257.20989217,357550.31756561,6.36526723
1634074200,2021-10-12 21:30:00,BTC/USDT,55700,56056.37746953,55691.79019077,56041.2155001,57008.10732028,1.01939871
1634072400,2021-10-12 21:00:00,BTC/USDT,55355.34809061,55763.72364055,55118.86090103,55722.1,566682.45644433,10.22786555
1634070600,2021-10-12 20:30:00,BTC/USDT,55428.2862,55595,55310.48728697,55379.78157662,1941101.74088845,35.02904996
1634068800,2021-10-12 20:00:00,BTC/USDT,55335,55425.51558266,53984.12666912,55391.352269,5626630.83008316,102.94969011
1634067000,2021-10-12 19:30:00,BTC/USDT,55726,55836.27158431,55194.79977199,55337.9712018,665389.73794757,12.01592588
1634065200,2021-10-12 19:00:00,BTC/USDT,55555.78020238,55852.92351655,55516.61884326,55730.77117479,146943.02492257,2.63863367
1634063400,2021-10-12 18:30:00,BTC/USDT,55752.46300629,55770.40767575,55561.22448979,55581.30723896,349429.00806294,6.2841902
1634061600,2021-10-12 18:00:00,BTC/USDT,55915,55994.99999999,55726.22507273,55748.27740257,69266.73321133,1.24118672
1634059800,2021-10-12 17:30:00,BTC/USDT,55659.80951401,56099.5,55541.61884326,55904.97653073,1243566.25484669,22.29637282
1634058000,2021-10-12 17:00:00,BTC/USDT,55892.20707344,55949.20335976,55612,55627.4,911402.8161236,16.35403936
1634056200,2021-10-12 16:30:00,BTC/USDT,56095.47555685,56134.41213997,55800,55922.95841086,1197899.09734455,21.42350705
1634054400,2021-10-12 16:00:00,BTC/USDT,56293.18550767,56349.18305428,55945.67268728,56078.69379106,625645.71850596,11.14566119
1634052600,2021-10-12 15:30:00,BTC/USDT,56364.29128151,56485.47951444,56139.46226841,56287,752785.41707162,13.36355263
1634050800,2021-10-12 15:00:00,BTC/USDT,56407.20109447,56605.85011123,56000,56361.47304232,1383087.45783214,24.5487162
1634049000,2021-10-12 14:30:00,BTC/USDT,56984.6985976,56996.09753762,56155,56407.20109449,1449822.55453186,25.65201744
1634047200,2021-10-12 14:00:00,BTC/USDT,56960,57121.2682679,56807.93848192,56982.73111348,835948.99762055,14.67563672
1634045400,2021-10-12 13:30:00,BTC/USDT,57240.25761995,57428.13330254,56869.56521739,56960,569992.15498646,9.96460688
1634043600,2021-10-12 13:00:00,BTC/USDT,56878.95856944,57434.78260869,56878.95856944,57246.50976314,622393.02203673,10.8828971
1634041800,2021-10-12 12:30:00,BTC/USDT,56871.58108506,57049.99999001,56789.36373797,56887.59038468,224761.11239778,3.95128508
1634040000,2021-10-12 12:00:00,BTC/USDT,57233,57277.73661786,56849.05818234,56858.765318,823704.8934289,14.44456348
1634038200,2021-10-12 11:30:00,BTC/USDT,57190.04546773,57357,57182.11768444,57226.131021,669898.76628955,11.69856455
1634036400,2021-10-12 11:00:00,BTC/USDT,57178,57211.27570796,57036,57190.04546773,377418.79581125,6.60390243
1634034600,2021-10-12 10:30:00,BTC/USDT,56932.08955678,57237.8023252,56932.08955678,57195.55027997,773615.32661984,13.55219617
1634032800,2021-10-12 10:00:00,BTC/USDT,56958.95273338,56965.39999999,56700,56900.14011119,1088540.63800958,19.15430314
1634031000,2021-10-12 09:30:00,BTC/USDT,57194.00001001,57318.82590189,56750.4783,56952,1107038.65061507,19.43926453
1634029200,2021-10-12 09:00:00,BTC/USDT,57496.22116394,57507.23999866,57118.53499425,57196.85987535,432343.51142318,7.54919903
1634027400,2021-10-12 08:30:00,BTC/USDT,57479.49194033,57535.12909201,57333,57457.53194151,233018.92762911,4.05575633
1634025600,2021-10-12 08:00:00,BTC/USDT,57331.82874992,57594.79873799,57255.00000001,57473.69928629,426524.73941056,7.41882806
1634023800,2021-10-12 07:30:00,BTC/USDT,57383.00040353,57463.6716534,57236.2175,57353.06286637,221782.48638788,3.86705005
1634022000,2021-10-12 07:00:00,BTC/USDT,57236.07329361,57460.92214985,57114.34473,57385.96950311,145105.30114679,2.53004558
1634020200,2021-10-12 06:30:00,BTC/USDT,57545.60129372,57546.37451306,57066.3352,57218.5303885,457252.40572761,7.98876946
1634018400,2021-10-12 06:00:00,BTC/USDT,57435.47315463,57623.18840578,57321.70460674,57544.96042313,295767.04612571,5.14014394
1634016600,2021-10-12 05:30:00,BTC/USDT,56730.8190273,57634.65343037,56607.1658926,57395.30655665,963499.6604495,16.79680016
1634014800,2021-10-12 05:00:00,BTC/USDT,56993.87160812,57057.97101449,56730.8190273,56738.39609691,131541.54849196,2.31199136
1634013000,2021-10-12 04:30:00,BTC/USDT,56861.2064865,57028.18430216,56830.39787856,56991.02236276,165207.01521348,2.90282365
1634011200,2021-10-12 04:00:00,BTC/USDT,56644.67628636,56957.56664299,56534.27750688,56857.84290517,259698.32679242,4.57121944
1634009400,2021-10-12 03:30:00,BTC/USDT,56646.2,56751.31378165,56594.772286,56690.64894024,146855.5089681,2.59075629
1634007600,2021-10-12 03:00:00,BTC/USDT,56747.93814679,56780.58472079,56431.49929863,56662.68545921,868463.72605372,15.33867947
1634005800,2021-10-12 02:30:00,BTC/USDT,56930.40042859,57100.76552066,56681.15942028,56765.98110215,1541138.28272843,27.07526428
1634004000,2021-10-12 02:00:00,BTC/USDT,57067.95095319,57154.88003409,56838.0945706,56944.36184154,260163.11746735,4.56579694
1634002200,2021-10-12 01:30:00,BTC/USDT,57013.14368756,57120.6604927,56941.93531901,57060.80895622,184201.9901741,3.22873004
1634000400,2021-10-12 01:00:00,BTC/USDT,56889.93425947,57045.57175218,56736.40824009,57009.01773291,81754.17723317,1.43636132
1633998850,2021-10-12 00:34:10,BTC/USDT,56928.40840148,56928.40840148,56928.40840148,56928.40840148,0,0
1633998600,2021-10-12 00:30:00,BTC/USDT,56927.36111157,56987.6569986,56604.33534666,56928.40840148,480046.84454192,8.45263622
1633996800,2021-10-12 00:00:00,BTC/USDT,57467.49243776,57467.49243776,56832.54238011,56927.36111157,626232.48831514,10.96916843
1633995000,2021-10-11 23:30:00,BTC/USDT,57288.64400688,57496.1192,57140.78886214,57479.18081541,563476.16451015,9.83945561
1633993200,2021-10-11 23:00:00,BTC/USDT,57178.90398593,57330,57086.33017647,57321.05270404,131475.4389754,2.29846837
1633991400,2021-10-11 22:30:00,BTC/USDT,57233.58165942,57307.62724595,57138.4362184,57178.90398593,178136.50739146,3.11373951
1633989600,2021-10-11 22:00:00,BTC/USDT,57090.68677377,57241.38012868,56449.66969856,57233.74680731,1801634.66287144,31.60657877
1633987800,2021-10-11 21:30:00,BTC/USDT,57145,57303.95480575,57062.67130142,57134.90888026,120298.07408487,2.10251355
1633986000,2021-10-11 21:00:00,BTC/USDT,57272,57384,57013.5015654,57145,311524.71315371,5.45129542
1633984200,2021-10-11 20:30:00,BTC/USDT,57299.99999999,57454.01257181,57210,57308.78434952,196333.95553428,3.42441536
1633982400,2021-10-11 20:00:00,BTC/USDT,57485.79408979,57485.79408979,56736.00001001,57289.38621,1168427.28928631,20.48042942
1633980600,2021-10-11 19:30:00,BTC/USDT,57570.36159984,57811.49420287,57466.50519357,57492.7596415,782262.01551176,13.56534379
1633978800,2021-10-11 19:00:00,BTC/USDT,57348,57624.40866368,57328.88729983,57567.48291383,215307.48773231,3.74493213
1633977000,2021-10-11 18:30:00,BTC/USDT,57476.79328445,57492.53541903,57293.80447741,57359.03644711,239453.33512416,4.16973647
1633975200,2021-10-11 18:00:00,BTC/USDT,57408.84264562,57541.00476647,57274.63074711,57479.66684493,566048.0132487,9.85659846
1633973400,2021-10-11 17:30:00,BTC/USDT,57434,57434,57251.8927492,57405.97206,277695.20827791,4.839845
1633971600,2021-10-11 17:00:00,BTC/USDT,57283.94688148,57536.88137967,57161.07966691,57412.59894081,257532.47334376,4.48919392
1633969800,2021-10-11 16:30:00,BTC/USDT,57452.55351188,57467.83171113,57218.53355825,57287.75656392,1399594.47394322,24.40698745
1633968000,2021-10-11 16:00:00,BTC/USDT,57494.05513642,57737.24999999,57305.69273782,57452.55351188,1749387.64117788,30.44836971
1633966200,2021-10-11 15:30:00,BTC/USDT,57390.59761828,57573.63066032,57327.40378916,57478.31267189,660610.44889425,11.49606053
1633964400,2021-10-11 15:00:00,BTC/USDT,57414.4788906,57494.13933713,57191.79967769,57389.10285989,560174.66444388,9.77553332
1633962600,2021-10-11 14:30:00,BTC/USDT,57366.5399176,57625.0884,57320.67593264,57429.82196061,1171738.00571814,20.37923908
1633960800,2021-10-11 14:00:00,BTC/USDT,57216.03834569,57436.20996511,57037.05762088,57389.97363976,415719.21232375,7.2681458
1633959000,2021-10-11 13:30:00,BTC/USDT,56956.81176618,57397.41999999,56826.06212793,57235.90686475,2555515.93920968,44.7960781
1633957200,2021-10-11 13:00:00,BTC/USDT,56470.2463239,56956.01021598,56470.24632389,56956.01021598,492765.85521209,8.68637866
1633955400,2021-10-11 12:30:00,BTC/USDT,56305.99999999,56534.57920253,56305.99999999,56466.64550368,299138.21546989,5.30115533
1633953600,2021-10-11 12:00:00,BTC/USDT,56380.90791277,56507.17591136,56125.81091324,56339.54968821,324354.32213492,5.75903116
1633951800,2021-10-11 11:30:00,BTC/USDT,56177,56637.6425611,56157.5733384,56403.60185438,292025.71367044,5.173133
1633950000,2021-10-11 11:00:00,BTC/USDT,56170.32023971,56319.33829282,55884.48110524,56195.56708628,1417869.89859851,25.29863247
1633948200,2021-10-11 10:30:00,BTC/USDT,56527.525785,56549.56996689,56150,56217.07025815,587622.25751637,10.41147174
1633946400,2021-10-11 10:00:00,BTC/USDT,56503.81659572,56550.02005755,56411.96806402,56511.40819999,1316031.5653151,23.30958227
1633944600,2021-10-11 09:30:00,BTC/USDT,56564.64605363,56622.84577745,56413.93104935,56503.81659573,593095.35968923,10.49635105
1633942800,2021-10-11 09:00:00,BTC/USDT,56586.79613322,56735.99776409,56529.35853563,56567.60471192,210192.79581016,3.71216225
1633941000,2021-10-11 08:30:00,BTC/USDT,56368.30539989,56591.04265896,56357.85074476,56559.98860956,367563.69508847,6.50978648
1633939200,2021-10-11 08:00:00,BTC/USDT,56793.90239312,56860,56161.00000001,56336.57521258,856236.1160721,15.14975271
1633937400,2021-10-11 07:30:00,BTC/USDT,56677.51763315,57000,56602.83093921,56793.90239312,863808.65985618,15.1933782
1633935600,2021-10-11 07:00:00,BTC/USDT,56674.16449226,56920,56571.42857142,56665.59983484,838112.91384661,14.75446742
1633933800,2021-10-11 06:30:00,BTC/USDT,56550,56681.15942028,56517.64138274,56650.17437487,384444.53846119,6.78839897
1633932000,2021-10-11 06:00:00,BTC/USDT,56521.91495198,56730.41871276,56474,56556.22838434,182372.62475782,3.22035405
1633930200,2021-10-11 05:30:00,BTC/USDT,56356.89890185,56530.97739568,56166.21480067,56507,99786.4980473,1.77225048
1633928400,2021-10-11 05:00:00,BTC/USDT,56451.51053221,56577.90985646,56322,56350.40900177,223120.86675705,3.95463593
1633926600,2021-10-11 04:30:00,BTC/USDT,56614.95333985,56671.37493272,56343.10072835,56447,161115.97379594,2.85131356
1633924800,2021-10-11 04:00:00,BTC/USDT,56500,56700,56369.45498276,56615.90387145,438185.30118522,7.75212325
1633923000,2021-10-11 03:30:00,BTC/USDT,56108.72027439,56707.73001464,56090.07743732,56474.58505079,1805620.75350701,32.01221669
1633921200,2021-10-11 03:00:00,BTC/USDT,55792.42035537,56127.61359541,55676.44784272,56109.76394937,2165777.79665783,38.70351753
1633919400,2021-10-11 02:30:00,BTC/USDT,55388,55801.96566371,55357.82180706,55789.53052396,851506.52391895,15.32114582
1633917600,2021-10-11 02:00:00,BTC/USDT,55331.27025194,55458.92873073,55302.17699358,55388.00000001,37119.81954504,0.67031042
1633915800,2021-10-11 01:30:00,BTC/USDT,55523,55523,55353.09816342,55353.09816342,72538.37858344,1.30774093
1633914000,2021-10-11 01:00:00,BTC/USDT,55125.9303792,55608.73094603,55086.27859878,55516.95049082,810591.46752761,14.6323162
1633912452,2021-10-11 00:34:12,BTC/USDT,55125.9303792,55125.9303792,55125.9303792,55125.9303792,0,0
1633912200,2021-10-11 00:30:00,BTC/USDT,54716.79932245,55155.63316215,54707.36481898,55125.9303792,276790.02744176,5.04263441
1633910400,2021-10-11 00:00:00,BTC/USDT,54618.62597152,54916,54425.73394835,54704.62905777,863502.47651787,15.80120247
1633908600,2021-10-10 23:30:00,BTC/USDT,54808,54809.27863724,54379.20620579,54695.91842773,861803.68502629,15.79158975
1633906800,2021-10-10 23:00:00,BTC/USDT,54904.17166963,54938.16184929,54778.28176607,54836.99999999,208410.06609983,3.79990256
1633905000,2021-10-10 22:30:00,BTC/USDT,54758.2622164,54951.2863797,54591.98005623,54907.54860481,546695.64026903,9.98019321
